table_ref,keyspace,table,insert_count,insert_size,insert_wrus,writes_size,WRU per record,Rows per RRU,RRU per 10 rows
X0CAS001.TBX0027_INFO_TEF_CANA_TRDR,X0CAS001,TBX0027_INFO_TEF_CANA_TRDR,100,111377,200,111377,2,4,3
X0CAS001.TBX0028_INFO_TRSF_TEF,X0CAS001,TBX0028_INFO_TRSF_TEF,100,128100,200,128100,2,4,3
X0CAS001.TBX0029_CMDA_ITGR_SENH,X0CAS001,TBX0029_CMDA_ITGR_SENH,100,30286,100,30286,1,14,1
X0CAS001.TBX0030_CMDA_OPER_CONT,X0CAS001,TBX0030_CMDA_OPER_CONT,100,40800,100,40800,1,10,1
X0CAS001.TBX0031_CMDA_OPER_CVIV_MOVM,X0CAS001,TBX0031_CMDA_OPER_CVIV_MOVM,100,31100,100,31100,1,13,1
X0CAS001.TBX0032_CMDA_OPER_FRAU,X0CAS001,TBX0032_CMDA_OPER_FRAU,100,30600,100,30600,1,14,1
X0CAS001.TBX0033_CMDA_OPER_LIMI_OPEL,X0CAS001,TBX0033_CMDA_OPER_LIMI_OPEL,100,35300,100,35300,1,12,1
X0CAS001.TBX0034_CMDA_OPER_NOTI,X0CAS001,TBX0034_CMDA_OPER_NOTI,100,30600,100,30600,1,14,1
X0CAS001.TBX0035_CMDA_OPER_SENH,X0CAS001,TBX0035_CMDA_OPER_SENH,100,30600,100,30600,1,14,1
X0CAS001.TBX0037_CMDA_OPER_LDGR,X0CAS001,TBX0037_CMDA_OPER_LDGR,100,30600,100,30600,1,14,1
X0CAS001.TBX0038_TEF_CANA_TRDR,X0CAS001,TBX0038_TEF_CANA_TRDR,100,26500,100,26500,1,16,1
X0CAS001.TBX0041_INFO_CVIV_MOVM,X0CAS001,TBX0041_INFO_CVIV_MOVM,100,87402,100,87402,1,5,2
X0CAS001.TBX0042_CMDA_ITGR_CVIV_BTCH,X0CAS001,TBX0042_CMDA_ITGR_CVIV_BTCH,100,31091,100,31091,1,13,1
X0CAS001.TBX0043_CMDA_OPER_CVIV_BTCH,X0CAS001,TBX0043_CMDA_OPER_CVIV_BTCH,100,31100,100,31100,1,13,1
X0CAS001.TBX0044_CTRL_OPER_CVIV_BTCH,X0CAS001,TBX0044_CTRL_OPER_CVIV_BTCH,100,31700,100,31700,1,13,1
X0CAS001.TBX0046_CMDA_ITGR_CVIV_ONLN,X0CAS001,TBX0046_CMDA_ITGR_CVIV_ONLN,100,27086,100,27086,1,15,1
X0CAS001.TBX0047_CMDA_ITGR_SOLI_RTDR,X0CAS001,TBX0047_CMDA_ITGR_SOLI_RTDR,100,45790,100,45790,1,9,2
X0CAS001.TBX0048_CMDA_ITGR_DEBT_REQU,X0CAS001,TBX0048_CMDA_ITGR_DEBT_REQU,100,30792,100,30792,1,13,1
X0CAS001.TBX0049_CMDA_ITGR_REQU_DEBT,X0CAS001,TBX0049_CMDA_ITGR_REQU_DEBT,100,27089,100,27089,1,15,1
X0CAS001.TBX0050_INFO_SEGR_CHMA,X0CAS001,TBX0050_INFO_SEGR_CHMA,100,50000,100,50000,1,8,2
X0CAS001.TBX0057_CATE_CONT,X0CAS001,TBX0057_CATE_CONT,100,19600,100,19600,1,21,1
X0CAS001.TBX0059_INFO_SALD_CONT,X0CAS001,TBX0059_INFO_SALD_CONT,100,132606,200,132606,2,4,3
X0CAS001.TBX0067_INFO_SALD_NOVO_CONT,X0CAS001,TBX0067_INFO_SALD_NOVO_CONT,1,1612,2,1612,2,3,4
X0CAS001.TBX0083_INFO_EXTT_LANC,X0CAS001,TBX0083_INFO_EXTT_LANC,100,87768,100,87768,1,5,2
X0CAS001.TBX0084_INFO_EXTT_LANC_MTDO,X0CAS001,TBX0084_INFO_EXTT_LANC_MTDO,100,33100,100,33100,1,13,1
X0CAS001.TBX0106_INFO_CADL_CVIV,X0CAS001,TBX0106_INFO_CADL_CVIV,100,24100,100,24100,1,17,1
X0CAS001.TBX0107_INFO_CONT_CADL_CVIV,X0CAS001,TBX0107_INFO_CONT_CADL_CVIV,100,104200,200,104200,2,4,3
X0CAS001.TBX0108_INFO_PESS_CADL_CVIV,X0CAS001,TBX0108_INFO_PESS_CADL_CVIV,100,80287,100,80287,1,5,2
X0CAS001.TBX0109_INFO_SNLR_CADL_CVIV,X0CAS001,TBX0109_INFO_SNLR_CADL_CVIV,100,16800,100,16800,1,24,1
X0CAS001.TBX0119_INFO_EXTT_CONT,X0CAS001,TBX0119_INFO_EXTT_CONT,100,92723,100,92723,1,5,2
X0CAS002.TBX0051_CMDA_ITGR_AUTR_SLTD,X0CAS002,TBX0051_CMDA_ITGR_AUTR_SLTD,100,61489,100,61489,1,7,2
X0CAS002.TBX0052_CMDA_ITGR_SOLI_AUTR,X0CAS002,TBX0052_CMDA_ITGR_SOLI_AUTR,100,61490,100,61490,1,7,2
X0CAS002.TBX0053_CNFG_BADR_CRTO,X0CAS002,TBX0053_CNFG_BADR_CRTO,3,669,3,669,1,18,1
X0CAS002.TBX0054_CTRL_EVEN_AUTR,X0CAS002,TBX0054_CTRL_EVEN_AUTR,100,24500,100,24500,1,17,1
X0CAS002.TBX0055_CTRL_UNIC_AUTR,X0CAS002,TBX0055_CTRL_UNIC_AUTR,100,23088,100,23088,1,18,1
X0CAS002.TBX0056_INFO_TRAN_ENVO_DINH,X0CAS002,TBX0056_INFO_TRAN_ENVO_DINH,100,105909,200,105909,2,4,3
X0CAS002.TBX0058_TRAN_CRTO,X0CAS002,TBX0058_TRAN_CRTO,100,77706,100,77706,1,6,2
X0CAS002.TBX0066_CTRL_UNIC_AUTR_DEBT,X0CAS002,TBX0066_CTRL_UNIC_AUTR_DEBT,100,23586,100,23586,1,17,1
X0CAS002.TBX0068_CMDA_ITGR_VALI_AUTR,X0CAS002,TBX0068_CMDA_ITGR_VALI_AUTR,100,61488,100,61488,1,7,2
X0CAS002.TBX0099_INFO_TRAN_ENVO_DINH,X0CAS002,TBX0099_INFO_TRAN_ENVO_DINH,100,105899,200,105899,2,4,3
X0CAS003.TBX0111_CMDA_ITGR_AUTR_SLTD,X0CAS003,TBX0111_CMDA_ITGR_AUTR_SLTD,100,61483,100,61483,1,7,2
X0CAS003.TBX0112_CMDA_ITGR_SOLI_AUTR,X0CAS003,TBX0112_CMDA_ITGR_SOLI_AUTR,100,61497,100,61497,1,7,2
X0CAS003.TBX0113_CTRL_EVEN_AUTR,X0CAS003,TBX0113_CTRL_EVEN_AUTR,100,24500,100,24500,1,17,1
X0CAS003.TBX0114_CTRL_UNIC_AUTR,X0CAS003,TBX0114_CTRL_UNIC_AUTR,100,23093,100,23093,1,18,1
X0CAS003.TBX0115_INFO_TRAN_ENVO_DINH,X0CAS003,TBX0115_INFO_TRAN_ENVO_DINH,100,107304,200,107304,2,4,3
X0CAS003.TBX0131_CTRL_UNIC_AUTR_SEGC,X0CAS003,TBX0131_CTRL_UNIC_AUTR_SEGC,100,13700,100,13700,1,30,1
X0CAS003.TBX0149_CTRL_REVR_TRAN,X0CAS003,TBX0149_CTRL_REVR_TRAN,100,17800,100,17800,1,23,1
astra.usage_stats,astra,usage_stats,0,0,0,0,NaN,NaN,NaN
astra.usage_stats,astra,usage_stats,0,0,0,0,NaN,NaN,NaN
